NC_000004.11	1795662	1795663	FGFR3	-	p.1	region_all	-	exon2	NM_000142.5
NC_000004.11	1795663	1795664	FGFR3	-	p.1	region_all	-	exon2	NM_000142.5
NC_000004.11	1795664	1795665	FGFR3	-	p.1	region_all	-	exon2	NM_000142.5
NC_000004.11	1795665	1795666	FGFR3	-	p.2	region_all	-	exon2	NM_000142.5
NC_000004.11	1795666	1795667	FGFR3	-	p.2	region_all	-	exon2	NM_000142.5
NC_000004.11	1795667	1795668	FGFR3	-	p.2	region_all	-	exon2	NM_000142.5
NC_000004.11	1795668	1795669	FGFR3	-	p.3	region_all	-	exon2	NM_000142.5
NC_000004.11	1795669	1795670	FGFR3	-	p.3	region_all	-	exon2	NM_000142.5
NC_000004.11	1795670	1795671	FGFR3	-	p.3	region_all	-	exon2	NM_000142.5
NC_000004.11	1795671	1795672	FGFR3	-	p.4	region_all	-	exon2	NM_000142.5
NC_000004.11	1795672	1795673	FGFR3	-	p.4	region_all	-	exon2	NM_000142.5
NC_000004.11	1795673	1795674	FGFR3	-	p.4	region_all	-	exon2	NM_000142.5
NC_000004.11	1795674	1795675	FGFR3	-	p.5	region_all	-	exon2	NM_000142.5
NC_000004.11	1795675	1795676	FGFR3	-	p.5	region_all	-	exon2	NM_000142.5
NC_000004.11	1795676	1795677	FGFR3	-	p.5	region_all	-	exon2	NM_000142.5
NC_000004.11	1795677	1795678	FGFR3	-	p.6	region_all	-	exon2	NM_000142.5
NC_000004.11	1795678	1795679	FGFR3	-	p.6	region_all	-	exon2	NM_000142.5
NC_000004.11	1795679	1795680	FGFR3	-	p.6	region_all	-	exon2	NM_000142.5
NC_000004.11	1795680	1795681	FGFR3	-	p.7	region_all	-	exon2	NM_000142.5
NC_000004.11	1795681	1795682	FGFR3	-	p.7	region_all	-	exon2	NM_000142.5
NC_000004.11	1795682	1795683	FGFR3	-	p.7	region_all	-	exon2	NM_000142.5
NC_000004.11	1795683	1795684	FGFR3	-	p.8	region_all	-	exon2	NM_000142.5
NC_000004.11	1795684	1795685	FGFR3	-	p.8	region_all	-	exon2	NM_000142.5
NC_000004.11	1795685	1795686	FGFR3	-	p.8	region_all	-	exon2	NM_000142.5
NC_000004.11	1795686	1795687	FGFR3	-	p.9	region_all	-	exon2	NM_000142.5
NC_000004.11	1795687	1795688	FGFR3	-	p.9	region_all	-	exon2	NM_000142.5
NC_000004.11	1795688	1795689	FGFR3	-	p.9	region_all	-	exon2	NM_000142.5
NC_000004.11	1795689	1795690	FGFR3	-	p.10	region_all	-	exon2	NM_000142.5
NC_000004.11	1795690	1795691	FGFR3	-	p.10	region_all	-	exon2	NM_000142.5
NC_000004.11	1795691	1795692	FGFR3	-	p.10	region_all	-	exon2	NM_000142.5
NC_000004.11	1795692	1795693	FGFR3	-	p.11	region_all	-	exon2	NM_000142.5
NC_000004.11	1795693	1795694	FGFR3	-	p.11	region_all	-	exon2	NM_000142.5
NC_000004.11	1795694	1795695	FGFR3	-	p.11	region_all	-	exon2	NM_000142.5
NC_000004.11	1795695	1795696	FGFR3	-	p.12	region_all	-	exon2	NM_000142.5
NC_000004.11	1795696	1795697	FGFR3	-	p.12	region_all	-	exon2	NM_000142.5
NC_000004.11	1795697	1795698	FGFR3	-	p.12	region_all	-	exon2	NM_000142.5
NC_000004.11	1795698	1795699	FGFR3	-	p.13	region_all	-	exon2	NM_000142.5
NC_000004.11	1795699	1795700	FGFR3	-	p.13	region_all	-	exon2	NM_000142.5
NC_000004.11	1795700	1795701	FGFR3	-	p.13	region_all	-	exon2	NM_000142.5
NC_000004.11	1795701	1795702	FGFR3	-	p.14	region_all	-	exon2	NM_000142.5
NC_000004.11	1795702	1795703	FGFR3	-	p.14	region_all	-	exon2	NM_000142.5
NC_000004.11	1795703	1795704	FGFR3	-	p.14	region_all	-	exon2	NM_000142.5
NC_000004.11	1795704	1795705	FGFR3	-	p.15	region_all	-	exon2	NM_000142.5
NC_000004.11	1795705	1795706	FGFR3	-	p.15	region_all	-	exon2	NM_000142.5
NC_000004.11	1795706	1795707	FGFR3	-	p.15	region_all	-	exon2	NM_000142.5
NC_000004.11	1795707	1795708	FGFR3	-	p.16	region_all	-	exon2	NM_000142.5
NC_000004.11	1795708	1795709	FGFR3	-	p.16	region_all	-	exon2	NM_000142.5
NC_000004.11	1795709	1795710	FGFR3	-	p.16	region_all	-	exon2	NM_000142.5
